Adres_volgens_Google,Brin,Gemeente,Instellingsnaam_volgens_Google,NaamInstelling,OvAfstand,OvAfstandMeter,OvReistijd,OvReistijdSeconden,StatusGoogleAfstand,StatusGoogleLonLat,latitude,longitude,test
"Albatros 1, 3435 XA Nieuwegein, Netherlands",18WS,NIEUWEGEIN,Anna van Rijn College,Anna van Ryn College,"65,7 km",65748.0,1 uur 40 min.,5970.0,OK,OK,52.0197738,5.075801999999999,test
"Bospoort 1, 5521 CK Eersel, Netherlands",18XR,EERSEL,Rythovius College,Rythovius College,355 km,354744.0,7 uur 56 min.,28542.0,OK,OK,51.3631974,5.312641699999999,test
"Ketelhavenstraat 3, 5045 NG Tilburg, Netherlands",18XU,TILBURG,Beatrix College,Beatrix College loc. Reeshof,105 km,105139.0,1 uur 54 min.,6833.0,OK,OK,51.5784234,4.9958164,test
"Van Bijnkershoekweg 97, 3052 PB Rotterdam, Netherlands",18CH,ROTTERDAM,Melanchton Schiebroek,Melanchthon,"35,1 km",35059.0,1 uur 11 min.,4272.0,OK,OK,51.950366,4.473938,test
"Aalsterweg 285, 5644 RE Eindhoven, Netherlands",20AT,EINDHOVEN,Helder havo / vwo,Scholengroep Het Plein,150 km,149673.0,7 uur 56 min.,28575.0,OK,OK,51.4083008,5.4854911,test
"Groene Woud 2, 4834 BC Breda, Netherlands",19XV,BREDA,The roundabout,"loc, De Rotonde vmbo","90,7 km",90731.0,1 uur 52 min.,6736.0,OK,OK,51.572621,4.792511200000001,test
"Venneweg 42, 5051 BP Goirle, Netherlands",20BQ,GOIRLE,Mill Hill College,Mill Hill College,119 km,119264.0,2 uur 29 min.,8910.0,OK,OK,51.5315069,5.0588707,test
"Sportlaan 27, 1185 TB Amstelveen, Netherlands",19XY,AMSTELVEEN,Amstelveen College,Amstelveen College,"49,5 km",49489.0,1 uur 12 min.,4340.0,OK,OK,52.290265,4.8507371,test
"Jos Klijnenlaan 683, 6164 AP Geleen, Netherlands",19PV,SITTARD-GELEEN,Graaf Huyn College,Graaf Huyn College,257 km,257435.0,6 uur 55 min.,24905.0,OK,OK,50.9572134,5.821124699999999,test
"Van hogendorpstraat 105 Hoofdlocatie, 3118 LG Schiedam, Netherlands",19KM,SCHIEDAM,MAVO Schravenlant XL,Mavo Schravenlant XL,"38,3 km",38254.0,1 uur 6 min.,3975.0,OK,OK,51.9209621,4.3822968,test
"Koekeltse Boslaan 21, 6715 CW Ede, Netherlands",19KZ,EDE,Pallas Athene College,Pallas Athene College,100 km,100277.0,2 uur 13 min.,7969.0,OK,OK,52.0367403,5.6413489,test
"Drafsportlaan 22, 8472 AS Wolvega, Netherlands",19LO,WESTSTELLINGWERF,Lindecollege,Linde College,204 km,204132.0,2 uur 32 min.,9131.0,OK,OK,52.8845786,6.0082226,test
"Steve Bikostraat 75, 2131 RZ Hoofddorp, Netherlands",19TI,HAARLEMMERMEER,Hoofdvaart college,"locatie, Hoofdvaart College","35,6 km",35619.0,50 min.,2984.0,OK,OK,52.3074934,4.6820986,test
"Beethovenlaan 1, 4102 DL Culemborg, Netherlands",19QA,CULEMBORG,Queen Wilhelmina College,Koningin Wilhelmina College,"69,4 km",69412.0,1 uur 29 min.,5364.0,OK,OK,51.950789,5.2335978,test
"6417 CB Heerlen, Netherlands",19QC,HEERLEN,"Heerlen, Bernardinuscollege",Bernardinuscollege,264 km,264070.0,7 uur 3 min.,25355.0,OK,OK,50.88176199999999,5.984275999999999,test
"Stoofweg 4, 5361 HZ Grave, Netherlands",19RX,GRAVE,Merletcollege,Merletcollege,148 km,148451.0,8 uur 51 min.,31866.0,OK,OK,51.7531799,5.738378099999999,test
"Gravin Jacobastraat, 1823 DS Alkmaar, Netherlands",19ZQ,ALKMAAR,van der Meij College,SDC Alkmaar - Van der Meij,"87,2 km",87200.0,1 uur 32 min.,5502.0,OK,OK,52.6424051,4.7657379,test
"Turfsingel 82, 9711 VX Groningen, Netherlands",20BV,GRONINGEN,Praedinius Gymnasium,Praedinius Gymnasium,255 km,255093.0,3 uur 9 min.,11362.0,OK,OK,53.2210344,6.571409699999999,test
"Zoom 37, 8032 EM Zwolle, Netherlands",20CF,ZWOLLE,Gymnasium Celeanum,Gymnasium Celeanum,155 km,154680.0,2 uur 13 min.,7978.0,OK,OK,52.5320869,6.0931966,test
"Kronenburgersingel 269, 6511 AS Nijmegen, Netherlands",20CI,NIJMEGEN,Stedelijk Gymnasium Nijmegen,Stedelijk Gymnasium,128 km,127965.0,2 uur 13 min.,7956.0,OK,OK,51.8473333,5.8555875,test
"Oude Bosschebaan 20, 5624 AA Eindhoven, Netherlands",20BK,EINDHOVEN,Stedelijk College Eindhoven,Stedelijk College Eindhoven,164 km,163703.0,7 uur 22 min.,26491.0,OK,OK,51.47505049999999,5.449630399999999,test
"Nieuwendamstraat 6, 1507 JE Zaandam, Netherlands",20CN,ZAANSTAD,Compaen Preparatory Middle-level Vocational Education,locatie Compaen VMBO,"57,4 km",57395.0,1 uur 8 min.,4063.0,OK,OK,52.4468605,4.8051078,test
"Kastanjelaan 50, 2980 AD Ridderkerk, Netherlands",20AM,RIDDERKERK,Farel College,Farelcollege,"52,0 km",52038.0,1 uur 33 min.,5588.0,OK,OK,51.8768034,4.5881774,test
"Claudius Civilislaan 41, 3132 JA Vlaardingen, Netherlands",20CJ,VLAARDINGEN,Het College Vos,Het College Vos,"41,6 km",41641.0,1 uur 22 min.,4936.0,OK,OK,51.9108591,4.322898299999999,test
"Zangvogelweg 140, 3815 DP Amersfoort, Netherlands",20CK,AMERSFOORT,Johan van Oldenbarnevelt Gymnasium,Joh V Oldenbarnevelt,"97,1 km",97096.0,1 uur 42 min.,6105.0,OK,OK,52.1634048,5.405298699999999,test
"Noachstraat 2, 2324 LT Leiden, Netherlands",20CL,LEIDEN,Leonardo College,Leonardo College,"4,3 km",4323.0,27 min.,1639.0,OK,OK,52.152141,4.470382,test
"Doctor J.H. Hommesplein 2, 9671 CZ Winschoten, Netherlands",20CM,OLDAMBT,Dollard College-Hommesplein,Dollard College,227 km,227367.0,7 uur 21 min.,26459.0,OK,OK,53.1469065,7.040319299999999,test
"Kruisbergseweg 4, 7009 BP Doetinchem, Netherlands",20AD,DOETINCHEM,Rietveld Lyceum,Rietveld Lyceum,173 km,173152.0,7 uur 40 min.,27578.0,OK,OK,51.97403,6.287874,test
"Bellefleur 4, 3371 NA Hardinxveld-Giessendam, Netherlands",20AE,HARDINXVELD-GIESSENDAM,Willem de Zwijger College,Willem De Zwijger College,"72,8 km",72836.0,1 uur 28 min.,5291.0,OK,OK,51.82752360000001,4.816321299999999,test
"Vroedschapstraat 11, 4204 AJ Gorinchem, Netherlands",19ZU,GORINCHEM,Oud.ver. Gymn. Camphusianum,Gem Gymn Camphusianum,"84,1 km",84113.0,1 uur 46 min.,6389.0,OK,OK,51.8348291,4.960810599999999,test
"Bergmolen 13, 1703 NX Heerhugowaard, Netherlands",19ZX,HEERHUGOWAARD,Huygens College,Huygens College,"93,4 km",93389.0,1 uur 53 min.,6771.0,OK,OK,52.6614467,4.8320814,test
"Bergerhout 1, 1815 DA Alkmaar, Netherlands",20AA,ALKMAAR,Murmellius Gymnasium,Murmellius,"64,9 km",64874.0,1 uur 33 min.,5608.0,OK,OK,52.6340146,4.7388252,test
"Juniusstraat 8, 2625 XZ Delft, Netherlands",20AB,DELFT,Grotius College,Grotius College,"26,1 km",26076.0,50 min.,3007.0,OK,OK,51.99941,4.346403899999999,test
"Clauslaan 4, 2713 VN Zoetermeer, Netherlands",20BC,ZOETERMEER,Oranje Nassau College,Oranje Nassau College,"17,0 km",17032.0,59 min.,3546.0,OK,OK,52.053819,4.485834,test
"Pelikaanweg 1, 2903 ER Capelle aan den IJssel, Netherlands",20BH,CAPELLE AAN DEN IJSSEL,Ijsselcollege,IJsselcollege,"50,6 km",50610.0,1 uur 31 min.,5440.0,OK,OK,51.9307562,4.5935641,test
"Jan van Renesseplein 1, 2805 GT Gouda, Netherlands",20AI,GOUDA,Coornhert Gymnasium,Coornhert Gymnasium,"45,5 km",45496.0,1 uur 13 min.,4377.0,OK,OK,52.022025,4.7192501,test
"Mercatorplein 2, 5223 LL 's-Hertogenbosch, Netherlands",20AJ,S HERTOGENBOSCH,Stedelijk Gymnasium,Stedelijk Gymnasium,"98,8 km",98782.0,1 uur 35 min.,5706.0,OK,OK,51.6905656,5.289306799999999,test
"Dampten 14, 1624 NR Hoorn, Netherlands",25DA,HOORN,Atlas College,Atlas College,"84,8 km",84758.0,1 uur 24 min.,5068.0,OK,OK,52.6468338,5.044379999999999,test
"Colijnplein 9, 2555 HA Den Haag, Netherlands",17HR,S GRAVENHAGE,Interconf Hofstadcollege,Interconf Hofstadcollege,"24,0 km",23976.0,1 uur 5 min.,3922.0,OK,OK,52.0657722,4.2462402,test
"Ezingerweg 52, 7943 AZ Meppel, Netherlands",25CL,MEPPEL,Stad & Esch & Lyceum,RSG Stad en Esch,177 km,176908.0,2 uur 2 min.,7345.0,OK,OK,52.6905284,6.198785699999999,test
"Hugo de Grootlaan 25, 3818 TA Amersfoort, Netherlands",20EA,AMERSFOORT,De Amersfoortse Berg,De Amersfoortse Berg,"93,6 km",93570.0,1 uur 34 min.,5668.0,OK,OK,52.1411419,5.3732302,test
"Kagerstraat 7, 2334 CP Leiden, Netherlands",20DF,LEIDEN,Da Vinci College Kagerstraat,Da Vinci College,"2,7 km",2669.0,18 min.,1093.0,OK,OK,52.1733805,4.485416,test
"Vaartweg 54, 1217 SV Hilversum, Netherlands",20DD,HILVERSUM,Gemeentelijk Gymnasium Hilversum,Gem Gymnasium,"76,4 km",76386.0,1 uur 19 min.,4728.0,OK,OK,52.2228925,5.1642572,test
"3111 HD Schiedam, Netherlands",20DC,SCHIEDAM,Stedelijk Museum Schiedam,Stedelijk,"37,2 km",37152.0,1 uur 10 min.,4186.0,OK,OK,51.9160244,4.398054399999999,test
"Laan van Kans 3, 2496 VB Den Haag, Netherlands",20CQ,S GRAVENHAGE,Lyceum Ypenburg,"locatie, Lyceum Ypenburg","21,4 km",21381.0,50 min.,3003.0,OK,OK,52.045249,4.3613594,test
"Breeweg 71E, 4335 AP Middelburg, Netherlands",20CP,MIDDELBURG,Nehalennia SSG Breeweg,NEHALENNIA SSG,168 km,167933.0,2 uur 50 min.,10174.0,OK,OK,51.49443369999999,3.5965533,test
"Dierenriem 11, 3813 VN Amersfoort, Netherlands",20EI,AMERSFOORT,Vmbo triviumcollege College,loc. VMBO Trivium College,"94,7 km",94732.0,1 uur 39 min.,5935.0,OK,OK,52.1664289,5.3879929,test
"Fruinlaan 15, 2313 EP Leiden, Netherlands",20DP,LEIDEN,Stedelijk Gymnasium Leiden,Stedelijk Gymnasium,"4,8 km",4787.0,28 min.,1700.0,OK,OK,52.1525449,4.5060876,test
,20FR,BRIELLE,,PENTA Bahrim,"64,3 km",64292.0,1 uur 53 min.,6784.0,OK,Er ging iets mis,,,test
"Parklaan 1, 9103 ST Dokkum, Netherlands",20DL,DONGERADEEL,Dalton Dokkum,"Locatie, Dalton Dokkum",272 km,272374.0,8 uur 33 min.,30796.0,OK,OK,53.3177003,5.9923451,test
"Briniostraat 16, 1971 HM IJmuiden, Netherlands",20EK,VELSEN,Vellesan College,Vellesan College,"39,4 km",39377.0,1 uur 5 min.,3925.0,OK,OK,52.4597602,4.6300034,test
"Isendoornstraat 3, 7201 NJ Zutphen, Netherlands",20DH,ZUTPHEN,Het Stedelijk,Het Stedelijk,196 km,195519.0,2 uur 27 min.,8792.0,OK,OK,52.1452539,6.2000851,test
"Van Hogendorplaan 2, 1981 EE Velsen-Zuid, Netherlands",20DG,VELSEN,Gymnasium Felisenum,Gymnasium Felisenum,"39,3 km",39284.0,1 uur 10 min.,4192.0,OK,OK,52.4552758,4.6375692,test
"Professor Cobbenhagenlaan 5, 5037 DA Tilburg, Netherlands",21EX,TILBURG,Theresialyceum,Theresialyceum,109 km,108971.0,1 uur 51 min.,6687.0,OK,OK,51.5611052,5.0617762,test
"Haarlemmerstraat 132-136, 1013 EX Amsterdam, Netherlands",21ET,AMSTERDAM,De Vinse School,"locatie, Vinse School","49,0 km",49047.0,59 min.,3562.0,OK,OK,52.38118619999999,4.8900166,test
"Riensingel 2, 8531 GH Lemmer, Netherlands",20CR,DE FRYSKE MARREN,Zuyderzee Lyceum,Zuyderzee Lyceum,275 km,274561.0,9 uur 9 min.,32949.0,OK,OK,52.8462194,5.7190068,test
"Sloetsweg 153, 7556 HM Hengelo, Netherlands",20CS,HENGELO,Montessori High School Twente,Montessori College Twente,210 km,209962.0,3 uur 1 min.,10863.0,OK,OK,52.27363380000001,6.799245,test
"Dokter van Heesweg 1, 8025 AB Zwolle, Netherlands",20DB,ZWOLLE,Thorbecke Scholengemeenschap,Thorbecke SGM,154 km,153897.0,2 uur 6 min.,7546.0,OK,OK,52.5149568,6.1266588,test
"Parallelweg 56, 6231 CJ Meerssen, Netherlands",20IS,VALKENBURG AAN DE GEUL,Stella Maris College,Stella Maris Coll,251 km,251355.0,6 uur 41 min.,24086.0,OK,OK,50.8814871,5.7569681,test
"Keizerin Marialaan 4, 5702 NR Helmond, Netherlands",20JX,HELMOND,OMO Scholengroep Helmond,OMO Scholengroep Helmond,159 km,159038.0,2 uur 31 min.,9051.0,OK,OK,51.4874826,5.6580505,test
"Minister Calsstraat 10, 5981 VT Panningen, Netherlands",20LL,PEEL EN MAAS,Bouwens van der Boijecollege,Bouwens vd Boije College,288 km,287631.0,6 uur 59 min.,25118.0,OK,OK,51.32041400000001,5.977815,test
,20KA,STEIN,,Groenewald,272 km,272308.0,7 uur 44 min.,27834.0,OK,Er ging iets mis,,,test
"Waleweingaarde 103, 7329 BD Apeldoorn, Netherlands",20KQ,APELDOORN,Edison College,"Locatie, Edison College",139 km,138858.0,2 uur 7 min.,7611.0,OK,OK,52.1994901,5.9918352,test
"Oranjepark 11, 3311 LP Dordrecht, Netherlands",20KZ,DORDRECHT,Johan de Witt Gymnasium,Joh De Wittgymnasium,"60,5 km",60496.0,1 uur 12 min.,4296.0,OK,OK,51.8093221,4.6745263,test
"Oosterstraat 78, 7822 HG Emmen, Netherlands",20LA,EMMEN,Esdal College Oosterstraat,Opb SGM Esdal College,225 km,225271.0,3 uur 2 min.,10932.0,OK,OK,52.7841601,6.9094099,test
"Kluiverboom 1-a, 9732 KZ Groningen, Netherlands",20EM,GRONINGEN,Werkman VMBO onderbouw,"locatie, WerkmanVMBO",201 km,201135.0,4 uur 0 min.,14399.0,OK,OK,53.2340705,6.6070878,test
"IJsbeerstraat 12, 6531 PL Nijmegen, Netherlands",20EO,NIJMEGEN,Stedelijke Scholen Gemeenschap Nijmegen,Stedelijke SGM Nijmegen,131 km,130984.0,2 uur 35 min.,9287.0,OK,OK,51.8246105,5.845149999999999,test
"Kerklaan 39, 9751 NL Haren, Netherlands",20ER,HAREN,Harens Lyceum,Zernike College,249 km,249352.0,2 uur 58 min.,10697.0,OK,OK,53.180905,6.6049959,test
"Damocleslaan 3, 5631 KC Eindhoven, Netherlands",20IB,EINDHOVEN,Eckart College,Eckartcollege,149 km,149174.0,7 uur 51 min.,28248.0,OK,OK,51.4650816,5.5004981,test
"Saendelverlaan 1, 1561 KS Krommenie, Netherlands",20EY,ZAANSTAD,Trias VMBO,locatie Trias VMBO,"60,3 km",60337.0,1 uur 22 min.,4925.0,OK,OK,52.4958913,4.755215199999999,test
"Reitse Hoevenstraat 20, 5042 EH Tilburg, Netherlands",20GD,TILBURG,Schakelcollege Tilburg,vest. Schakelcollege Tilburg,108 km,107870.0,1 uur 38 min.,5852.0,OK,OK,51.5723508,5.062041799999999,test
"Heideweg 2, 1132 DB Volendam, Netherlands",20GS,EDAM-VOLENDAM,Don Bosco College,Don Bosco College,"68,6 km",68586.0,1 uur 35 min.,5718.0,OK,OK,52.492731,5.058079999999999,test
"Buitenlaan 2, 4281 NX Andel, Netherlands",21CY,WOUDRICHEM,Prinsentuin Andel,"loc, Prinsentuin Andel vmbo",141 km,140550.0,7 uur 46 min.,27942.0,OK,OK,51.786386,5.049181799999999,test
"Maartvlinder 7, 3544 DA Utrecht, Netherlands",24TR,UTRECHT,Via Nova College,Via Nova College,"55,3 km",55292.0,1 uur 16 min.,4582.0,OK,OK,52.0923728,5.0614058,test
"Noordhoekring 99 en 182, 5038 GC Tilburg, Netherlands",21FV,TILBURG,St Odulphus Lyceum,Sint Odulphuslyceum,108 km,108150.0,1 uur 41 min.,6060.0,OK,OK,51.5571274,5.076961799999999,test
"Esdoornlaan 2, 9411 AV Beilen, Netherlands",20LO,ASSEN,Opb Sgm Dr Nassau Coll,Opb SGM Dr Nassau College,212 km,211746.0,2 uur 35 min.,9323.0,OK,OK,52.86297769999999,6.511445699999999,test
"Ds Kuypersstraat 3, 3863 CA Nijkerk, Netherlands",02DC,NIJKERK,Corlaer College,Corlaer College,"86,5 km",86470.0,2 uur 29 min.,8969.0,OK,OK,52.21058,5.4638844,test
"Akerstraat 117, 6417 BM Heerlen, Netherlands",02DF,HEERLEN,Grotius College Heerlen,Grotiuscollege,264 km,264352.0,7 uur 6 min.,25562.0,OK,OK,50.8797091,5.9863272,test
"Catharina van Renneslaan 37, 7604 KV Almelo, Netherlands",02DO,ALMELO,"CSG Het Noordik, Catharina van Renneslaan",PC SGM Het Noordik,195 km,194758.0,2 uur 41 min.,9641.0,OK,OK,52.3619984,6.6414616,test
"Thorbeckestraat 17, 6828 TS Arnhem, Netherlands",20RM,ARNHEM,Stedelijk Gymnasium Arnhem,Stedelijk Gymnasium Arnhem,111 km,111255.0,2 uur 8 min.,7659.0,OK,OK,51.98194909999999,5.9264667,test
"Sweelinckplein 3, 5216 EG 's-Hertogenbosch, Netherlands",20ST,S HERTOGENBOSCH,Sint-Janslyceum,Sint-Janslyceum,102 km,101680.0,2 uur 1 min.,7242.0,OK,OK,51.6786167,5.3178797,test
"Kastanjelaan 10, 7316 BN Apeldoorn, Netherlands",20QU,APELDOORN,Gymnasium Apeldoorn,Gymnasium Apeldoorn,138 km,137504.0,2 uur 9 min.,7754.0,OK,OK,52.2207222,5.965883499999999,test
"Prinsenhof 3, 2011 TR Haarlem, Netherlands",20QY,HAARLEM,Stedelijk Gymnasium Haarlem,Stedelijk Gymnasium,"30,5 km",30546.0,45 min.,2676.0,OK,OK,52.38167439999999,4.633735199999999,test
"Sportweg 9, 2024 CN Haarlem, Netherlands",20RC,HAARLEM,Het Schoter,SGM Schoter,"70,9 km",70915.0,2 uur 0 min.,7170.0,OK,OK,52.4092486,4.6476793,test
"Lyceumlaan 1, 2012 WT Haarlem, Netherlands",20RF,HAARLEM,Coornhert Lyceum,Coornhertlyc Gem SGM,"26,0 km",26045.0,36 min.,2130.0,OK,OK,52.36293879999999,4.6139948,test
"Vianenstraat 1, 5342 AJ Oss, Netherlands",20WI,OSS,Maaslandcollege,Maaslandcollege,118 km,118247.0,2 uur 3 min.,7392.0,OK,OK,51.7624057,5.522825699999999,test
"Rompertsebaan 63, 5231 GT 's-Hertogenbosch, Netherlands",20SY,S HERTOGENBOSCH,Jeroen Bosch College,Jeroen Bosch College,102 km,102352.0,1 uur 52 min.,6695.0,OK,OK,51.7088475,5.3139677,test
"Groningensingel 1191, 6835 HZ Arnhem, Netherlands",20TZ,OVERBETUWE,Lorentz Groep,Lorentz Groep,114 km,113995.0,2 uur 15 min.,8123.0,OK,OK,51.9509498,5.8979471,test
"Laan van Meerdervoort 57, 2517 AG Den Haag, Netherlands",20LU,S GRAVENHAGE,Gymnasium Haganum,Gymnasium Haganum,"20,0 km",20025.0,49 min.,2930.0,OK,OK,52.083769,4.2914393,test
"The Hague, Netherlands",20MA,S GRAVENHAGE,The Hague,SGM het Segbroekcollege,"21,8 km",21772.0,1 uur 0 min.,3612.0,OK,OK,52.0704978,4.3006999,test
"627, Beresteinlaan Den, Den Haag, Netherlands",20MM,S GRAVENHAGE,Scholengr. den Haag Zuid-West,Scholengr. Den Haag Zuid-West,"23,0 km",23017.0,53 min.,3179.0,OK,OK,52.0370727,4.259506099999999,test
"Ravenswaaipad 3, 1106 AW Amsterdam, Netherlands",21FF,AMSTERDAM,Ir. Lely Lyceum,SGM Reigersbos,"55,6 km",55643.0,1 uur 3 min.,3776.0,OK,OK,52.2971462,4.9780044,test
"Johannes Bildersstraat 11, 2596 ED Den Haag, Netherlands",20MD,S GRAVENHAGE,Maerlant-Lyceum,Maerlant Lyceum,"17,5 km",17516.0,49 min.,2947.0,OK,OK,52.0920879,4.321898399999999,test
"Aronskelkweg 1, 2555 GA Den Haag, Netherlands",20MF,S GRAVENHAGE,Dalton Den Haag,Dalton Den Haag,"23,8 km",23833.0,1 uur 3 min.,3786.0,OK,OK,52.0681097,4.2398559,test
"De Bloemen 65, 1902 GT Castricum, Netherlands",20MH,CASTRICUM,Jac. P. Thijsse College Castricum,Jac P Thijsse College,"55,9 km",55859.0,1 uur 34 min.,5648.0,OK,OK,52.55185179999999,4.6868143,test
"Zusterstraat 120, 2512 TP Den Haag, Netherlands",20MJ,S GRAVENHAGE,Johan de Witt Scholengroep,Johan de Witt Scholengroep,"18,9 km",18903.0,46 min.,2733.0,OK,OK,52.071701,4.2956409,test
"Merendreef 1, 5553 CC Valkenswaard, Netherlands",21GV,VALKENSWAARD,Were Di school,SG Were Di,155 km,154890.0,8 uur 3 min.,28998.0,OK,OK,51.3630151,5.468723799999999,test
"Isabellaland 253, 2591 EJ Den Haag, Netherlands",21GU,S GRAVENHAGE,Scholengroep Esloo,Scholengroep Esloo,"13,8 km",13821.0,40 min.,2409.0,OK,OK,52.0961417,4.3674307,test
"Mariënpoelstraat 6, 2334 CZ Leiden, Netherlands",21GW,LEIDEN,Bonaventuracollege,Bonaventuracollege,"1,3 km",1270.0,16 min.,948.0,OK,OK,52.1705794,4.4824731,test
"Bolkensteeg 7, 5103 AA Dongen, Netherlands",21GZ,DONGEN,Kwadrant Scholengroep,Kwadrant Scholengroep,109 km,108652.0,2 uur 13 min.,7969.0,OK,OK,51.6317596,4.9379494,test
"Pastoor van der Steenstraat 5, 6031 EB Nederweert, Netherlands",21CS,NEDERWEERT,Citaverde College,CITAVERDE College,315 km,315248.0,7 uur 48 min.,28108.0,OK,OK,51.2846535,5.752642199999999,test
"Peter van Anrooystraat 8, 1076 BH Amsterdam, Netherlands",21BH,AMSTERDAM,Spinoza Lyceum,SGM Dalton Spinozalyceum,"46,9 km",46913.0,51 min.,3042.0,OK,OK,52.3426513,4.8659858,test
"Weteringschans 29-31, 1017 RV Amsterdam, Netherlands",21AB,AMSTERDAM,Barlaeus Gymnasium,Barlaeus Gymnasium,"50,3 km",50265.0,1 uur 0 min.,3582.0,OK,OK,52.3623589,4.884538,test
"Messchaertstraat 1, 1077 WS Amsterdam, Netherlands",21AF,AMSTERDAM,Vossiusgymnasium,Vossius Gymnasium,"47,3 km",47342.0,56 min.,3386.0,OK,OK,52.3458075,4.8843884,test
"Badhuiskade 361, 1031 KV Amsterdam, Netherlands",21AS,AMSTERDAM,Hyperion Lyceum,"loc, Hyperion Lyceum","49,3 km",49313.0,1 uur 8 min.,4100.0,OK,OK,52.38568739999999,4.905906,test
"Lyceumlaan 10, 4702 XG Roosendaal, Netherlands",20ZK,ROOSENDAAL,Norbertus Gertrudis Lyceum,Tongerlo-Norbertuscollege,"97,7 km",97702.0,1 uur 31 min.,5481.0,OK,OK,51.5385952,4.4628665,test
"Elvis Presleystraat 1, 1544 LM Zaandijk, Netherlands",20FC,ZAANSTAD,Saenredam College,Saenredam College,"56,0 km",56028.0,1 uur 17 min.,4592.0,OK,OK,52.4751463,4.798466299999999,test
"Pieter Calandlaan 182, 1068 NT Amsterdam, Netherlands",21GD,AMSTERDAM,Calandlyceum,Calandlyceum,"47,5 km",47483.0,57 min.,3437.0,OK,OK,52.3539444,4.8058651,test
"Jacob van Maerlantlaan 11, 5615 JS Eindhoven, Netherlands",20GA,EINDHOVEN,Maerlant Lyceum,Van Maerlantlyceum,150 km,150149.0,2 uur 55 min.,10495.0,OK,OK,51.4284389,5.474841,test
"Doctorandus F. Bijlweg 6, 1784 MC Den Helder, Netherlands",21VB,DEN HELDER,Lyceum aan Zee,Scholen aan Zee 1,121 km,120776.0,2 uur 24 min.,8669.0,OK,OK,52.940127,4.754362,test
"Stationsstraat 51, 4421 AK Kapelle, Netherlands",29ZT,KAPELLE,SvPO Kapelle - Isaac Beeckman Academie,Isaac Beeckman Academie,142 km,142373.0,2 uur 11 min.,7832.0,OK,OK,51.4812181,3.9556972,test
"Dijkstraat 7A, 6663 AD Nijmegen, Netherlands",30AU,NIJMEGEN,"Citadel College, Location Dijkstraat",Citadel College,126 km,125928.0,2 uur 25 min.,8709.0,OK,OK,51.8696716,5.856033999999999,test
"Palmentuin 77 /79, 3078 KJ Rotterdam, Netherlands",23YU,ROTTERDAM,Stichting voor Interconfessioneel en Algemeen Bijzonder Voortgezet Onderwijs te Rotterdam e.o.,NC - locatie Palmentuin,"43,9 km",43949.0,1 uur 20 min.,4779.0,OK,OK,51.888821,4.5487217,test
"Overkampweg 125, 3318 AN Dordrecht, Netherlands",24PY,DORDRECHT,Stedelijk Dalton Lyceum Overkamproad,Stedelijk Dalton Lyceum,"63,1 km",63145.0,1 uur 26 min.,5139.0,OK,OK,51.7911674,4.6859215,test
"Vader Rijndreef 9, 3561 XB Utrecht, Netherlands",24TJ,UTRECHT,Trajectum College,Trajectum College,"54,3 km",54314.0,1 uur 18 min.,4662.0,OK,OK,52.10832910000001,5.1156355,test
"Ambonstraat 5, 1335 JV Almere, Netherlands",24RW,ALMERE,Montessori Lyceum Flevoland,O V C locatie MLF,"82,3 km",82264.0,1 uur 21 min.,4853.0,OK,OK,52.403672,5.3037787,test
"Beukenlaan 1, 7271 JK Borculo, Netherlands",24TF,BERKELLAND,Staring College Borculo,Staring College,224 km,224434.0,8 uur 39 min.,31163.0,OK,OK,52.1146397,6.5264504,test
"Talmastraat 40, 1381 NE Weesp, Netherlands",24TG,WEESP,Stichting Gooise Scholen Federatie,Gooise Scholen Federatie Weesp,"60,8 km",60804.0,1 uur 15 min.,4491.0,OK,OK,52.3066176,5.0361867,test
"Oostwijkstraat 8, 8331 ED Steenwijk, Netherlands",23WU,STEENWIJKERLAND,CSG Eekeringe,Chr SGM Eekeringe,191 km,191160.0,2 uur 20 min.,8386.0,OK,OK,52.786726,6.121211,test
"De Slinger 48, 3995 DE Houten, Netherlands",22NE,HOUTEN,College de Heemlanden,College De Heemlanden,"58,3 km",58306.0,1 uur 14 min.,4459.0,OK,OK,52.032382,5.1672309,test
"Zinkseweg 2, 3201 KZ Spijkenisse, Netherlands",23AP,NISSEWAARD,MY college,MY college,"50,9 km",50917.0,1 uur 32 min.,5526.0,OK,OK,51.849539,4.313584,test
"Hervensebaan 5, 5232 JL 's-Hertogenbosch, Netherlands",23FY,S HERTOGENBOSCH,"Hervion College, main campus",Bossche Vakschool,102 km,101582.0,1 uur 58 min.,7091.0,OK,OK,51.702226,5.3231194,test
"Zeelandstraat 11, 1082 BV Amsterdam, Netherlands",23GF,AMSTERDAM,Stg Joodse Kindergem Cheider,Stg Cheider VO,"48,3 km",48329.0,58 min.,3507.0,OK,OK,52.3267053,4.8791231,test
"Professor Holwerdalaan 54-56, 2671 LD Naaldwijk, Netherlands",21HC,WESTLAND,ISW Hoogeland,ISW,"38,4 km",38438.0,1 uur 44 min.,6213.0,OK,OK,51.9874168,4.203622999999999,test
"Kaj Munkweg 3, 2131 RV Hoofddorp, Netherlands",21WE,HAARLEMMERMEER,Kaj Munk College,Kaj Munk College,"35,6 km",35615.0,49 min.,2948.0,OK,OK,52.3103296,4.6811646,test
